Date,State,Num_of_Arrivals
2019-08-01,ACT,8000
2019-08-01,NSW,282800
2019-08-01,NT,8820
2019-08-01,QLD,194200
2019-08-01,SA,19450
2019-08-01,TAS,5950
2019-08-01,Total,789200
2019-08-01,VIC,196970
2019-08-01,WA,72990
2019-09-01,ACT,8460
2019-09-01,NSW,251730
2019-09-01,NT,8450
2019-09-01,QLD,160010
2019-09-01,SA,22780
2019-09-01,TAS,5130
2019-09-01,Total,694960
2019-09-01,VIC,168980
2019-09-01,WA,69390
2019-10-01,ACT,8110
2019-10-01,NSW,285200
2019-10-01,NT,7460
2019-10-01,QLD,169720
2019-10-01,SA,23440
2019-10-01,TAS,6830
2019-10-01,Total,774020
2019-10-01,VIC,195580
2019-10-01,WA,77630
2019-11-01,ACT,9520
2019-11-01,NSW,298050
2019-11-01,NT,4370
2019-11-01,QLD,166020
2019-11-01,SA,23320
2019-11-01,TAS,10320
2019-11-01,Total,815910
2019-11-01,VIC,220340
2019-11-01,WA,83910
2019-12-01,ACT,12920
2019-12-01,NSW,388710
2019-12-01,NT,4480
2019-12-01,QLD,212050
2019-12-01,SA,33300
2019-12-01,TAS,14900
2019-12-01,Total,1077720
2019-12-01,VIC,299560
2019-12-01,WA,111800
2020-01-01,ACT,7020
2020-01-01,NSW,280350
2020-01-01,NT,4010
2020-01-01,QLD,148730
2020-01-01,SA,24430
2020-01-01,TAS,10450
2020-01-01,Total,766590
2020-01-01,VIC,218240
2020-01-01,WA,73320
2020-02-01,ACT,9080
2020-02-01,NSW,252660
2020-02-01,NT,4390
2020-02-01,QLD,131350
2020-02-01,SA,22070
2020-02-01,TAS,9370
2020-02-01,Total,685410
2020-02-01,VIC,181500
2020-02-01,WA,74980
2020-03-01,ACT,4700
2020-03-01,NSW,114510
2020-03-01,NT,1670
2020-03-01,QLD,62110
2020-03-01,SA,11410
2020-03-01,TAS,4310
2020-03-01,Total,331890
2020-03-01,VIC,97620
2020-03-01,WA,35490
2020-04-01,ACT,60
2020-04-01,NSW,720
2020-04-01,NT,10
2020-04-01,QLD,640
2020-04-01,SA,70
2020-04-01,TAS,10
2020-04-01,Total,2250
2020-04-01,VIC,480
2020-04-01,WA,250
2020-05-01,ACT,60
2020-05-01,NSW,1420
2020-05-01,NT,60
2020-05-01,QLD,640
2020-05-01,SA,100
2020-05-01,TAS,20
2020-05-01,Total,3440
2020-05-01,VIC,770
2020-05-01,WA,370
2020-06-01,ACT,120
2020-06-01,NSW,1920
2020-06-01,NT,290
2020-06-01,QLD,1320
2020-06-01,SA,90
2020-06-01,TAS,10
2020-06-01,Total,5400
2020-06-01,VIC,1140
2020-06-01,WA,510
2020-07-01,ACT,80
2020-07-01,NSW,1570
2020-07-01,NT,30
2020-07-01,QLD,920
2020-07-01,SA,100
2020-07-01,TAS,30
2020-07-01,Total,3530
2020-07-01,VIC,310
2020-07-01,WA,460
2020-08-01,ACT,60
2020-08-01,NSW,1600
2020-08-01,NT,30
2020-08-01,QLD,600
2020-08-01,SA,50
2020-08-01,TAS,10
2020-08-01,Total,3030
2020-08-01,VIC,220
2020-08-01,WA,460
2020-09-01,ACT,90
2020-09-01,NSW,1880
2020-09-01,NT,270
2020-09-01,QLD,730
2020-09-01,SA,100
2020-09-01,TAS,20
2020-09-01,Total,3720
2020-09-01,VIC,330
2020-09-01,WA,300
2020-10-01,ACT,80
2020-10-01,NSW,3440
2020-10-01,NT,40
2020-10-01,QLD,990
2020-10-01,SA,180
2020-10-01,TAS,50
2020-10-01,Total,6070
2020-10-01,VIC,640
2020-10-01,WA,640
2020-11-01,ACT,110
2020-11-01,NSW,4520
2020-11-01,NT,50
2020-11-01,QLD,1130
2020-11-01,SA,290
2020-11-01,TAS,50
2020-11-01,Total,7570
2020-11-01,VIC,740
2020-11-01,WA,670
2020-12-01,ACT,140
2020-12-01,NSW,4720
2020-12-01,NT,40
2020-12-01,QLD,1100
2020-12-01,SA,220
2020-12-01,TAS,300
2020-12-01,Total,8820
2020-12-01,VIC,1620
2020-12-01,WA,680
2021-01-01,ACT,180
2021-01-01,NSW,2910
2021-01-01,NT,100
2021-01-01,QLD,1500
2021-01-01,SA,260
2021-01-01,TAS,340
2021-01-01,Total,7990
2021-01-01,VIC,2040
2021-01-01,WA,650
2021-02-01,ACT,100
2021-02-01,NSW,2790
2021-02-01,NT,50
2021-02-01,QLD,1410
2021-02-01,SA,220
2021-02-01,TAS,80
2021-02-01,Total,6260
2021-02-01,VIC,920
2021-02-01,WA,670
2021-03-01,ACT,80
2021-03-01,NSW,4130
2021-03-01,NT,360
2021-03-01,QLD,1370
2021-03-01,SA,210
2021-03-01,TAS,120
2021-03-01,Total,8320
2021-03-01,VIC,1280
2021-03-01,WA,780
2021-04-01,ACT,170
2021-04-01,NSW,10940
2021-04-01,NT,130
2021-04-01,QLD,5100
2021-04-01,SA,650
2021-04-01,TAS,220
2021-04-01,Total,22610
2021-04-01,VIC,4030
2021-04-01,WA,1360
2021-05-01,ACT,320
2021-05-01,NSW,16490
2021-05-01,NT,240
2021-05-01,QLD,9850
2021-05-01,SA,780
2021-05-01,TAS,360
2021-05-01,Total,36190
2021-05-01,VIC,5850
2021-05-01,WA,2300
2021-06-01,ACT,440
2021-06-01,NSW,16880
2021-06-01,NT,330
2021-06-01,QLD,13030
2021-06-01,SA,780
2021-06-01,TAS,400
2021-06-01,Total,36770
2021-06-01,VIC,2490
2021-06-01,WA,2410
2021-07-01,ACT,200
2021-07-01,NSW,6160
2021-07-01,NT,340
2021-07-01,QLD,5800
2021-07-01,SA,640
2021-07-01,TAS,360
2021-07-01,Total,18720
2021-07-01,VIC,3280
2021-07-01,WA,1950
2021-08-01,ACT,110
2021-08-01,NSW,1450
2021-08-01,NT,390
2021-08-01,QLD,1850
2021-08-01,SA,190
2021-08-01,TAS,180
2021-08-01,Total,6390
2021-08-01,VIC,1390
2021-08-01,WA,830
2021-09-01,ACT,90
2021-09-01,NSW,730
2021-09-01,NT,700
2021-09-01,QLD,1270
2021-09-01,SA,230
2021-09-01,TAS,130
2021-09-01,Total,4430
2021-09-01,VIC,720
2021-09-01,WA,560
2021-10-01,ACT,60
2021-10-01,NSW,980
2021-10-01,NT,190
2021-10-01,QLD,1390
2021-10-01,SA,170
2021-10-01,TAS,340
2021-10-01,Total,4410
2021-10-01,VIC,610
2021-10-01,WA,660
2021-11-01,ACT,460
2021-11-01,NSW,10210
2021-11-01,NT,240
2021-11-01,QLD,1320
2021-11-01,SA,500
2021-11-01,TAS,530
2021-11-01,Total,20860
2021-11-01,VIC,6510
2021-11-01,WA,1090
2021-12-01,ACT,1680
2021-12-01,NSW,37150
2021-12-01,NT,340
2021-12-01,QLD,3340
2021-12-01,SA,1580
2021-12-01,TAS,1040
2021-12-01,Total,73290
2021-12-01,VIC,26340
2021-12-01,WA,1810
2022-01-01,ACT,1480
2022-01-01,NSW,26850
2022-01-01,NT,400
2022-01-01,QLD,5790
2022-01-01,SA,2640
2022-01-01,TAS,720
2022-01-01,Total,60760
2022-01-01,VIC,21740
2022-01-01,WA,1130
2022-02-01,ACT,2150
2022-02-01,NSW,34900
2022-02-01,NT,1000
2022-02-01,QLD,14860
2022-02-01,SA,4300
2022-02-01,TAS,910
2022-02-01,Total,90460
2022-02-01,VIC,29440
2022-02-01,WA,2870
2022-03-01,ACT,2990
2022-03-01,NSW,62610
2022-03-01,NT,690
2022-03-01,QLD,30990
2022-03-01,SA,6720
2022-03-01,TAS,1740
2022-03-01,Total,170250
2022-03-01,VIC,47660
2022-03-01,WA,16810
2022-04-01,ACT,3340
2022-04-01,NSW,82280
2022-04-01,NT,1430
2022-04-01,QLD,44920
2022-04-01,SA,8470
2022-04-01,TAS,2330
2022-04-01,Total,235460
2022-04-01,VIC,65620
2022-04-01,WA,27060
2022-05-01,ACT,3140
2022-05-01,NSW,81990
2022-05-01,NT,2000
2022-05-01,QLD,47610
2022-05-01,SA,8330
2022-05-01,TAS,2050
2022-05-01,Total,231480
2022-05-01,VIC,61660
2022-05-01,WA,24680
2022-06-01,ACT,3690
2022-06-01,NSW,91340
2022-06-01,NT,1750
2022-06-01,QLD,63610
2022-06-01,SA,8850
2022-06-01,TAS,2800
2022-06-01,Total,275300
2022-06-01,VIC,74060
2022-06-01,WA,29190
2022-07-01,ACT,5600
2022-07-01,NSW,107570
2022-07-01,NT,3210
2022-07-01,QLD,81880
2022-07-01,SA,10840
2022-07-01,TAS,2660
2022-07-01,Total,325680
2022-07-01,VIC,81840
2022-07-01,WA,32050
2022-08-01,ACT,4460
2022-08-01,NSW,120860
2022-08-01,NT,5560
2022-08-01,QLD,82700
2022-08-01,SA,10390
2022-08-01,TAS,2730
2022-08-01,Total,348440
2022-08-01,VIC,87330
2022-08-01,WA,34380
2022-09-01,ACT,5430
2022-09-01,NSW,128980
2022-09-01,NT,3860
2022-09-01,QLD,86910
2022-09-01,SA,12020
2022-09-01,TAS,3030
2022-09-01,Total,371850
2022-09-01,VIC,90290
2022-09-01,WA,41290
2022-10-01,ACT,5300
2022-10-01,NSW,150840
2022-10-01,NT,2560
2022-10-01,QLD,96970
2022-10-01,SA,14680
2022-10-01,TAS,5220
2022-10-01,Total,430470
2022-10-01,VIC,110020
2022-10-01,WA,44870
2022-11-01,ACT,6910
2022-11-01,NSW,181040
2022-11-01,NT,2950
2022-11-01,QLD,99100
2022-11-01,SA,17140
2022-11-01,TAS,7510
2022-11-01,Total,505240
2022-11-01,VIC,133520
2022-11-01,WA,57000
2022-12-01,ACT,9080
2022-12-01,NSW,242050
2022-12-01,NT,2570
2022-12-01,QLD,120560
2022-12-01,SA,23110
2022-12-01,TAS,10150
2022-12-01,Total,648970
2022-12-01,VIC,170840
2022-12-01,WA,70610
2023-01-01,ACT,5400
2023-01-01,NSW,159130
2023-01-01,NT,2260
2023-01-01,QLD,73690
2023-01-01,SA,15650
2023-01-01,TAS,5920
2023-01-01,Total,412410
2023-01-01,VIC,109950
2023-01-01,WA,40400
2023-02-01,ACT,9480
2023-02-01,NSW,247020
2023-02-01,NT,2830
2023-02-01,QLD,100040
2023-02-01,SA,20920
2023-02-01,TAS,8180
2023-02-01,Total,600710
2023-02-01,VIC,154570
2023-02-01,WA,57590
2023-03-01,ACT,7440
2023-03-01,NSW,234000
2023-03-01,NT,4000
2023-03-01,QLD,111920
2023-03-01,SA,23070
2023-03-01,TAS,8260
2023-03-01,Total,613340
2023-03-01,VIC,159250
2023-03-01,WA,65300
2023-04-01,ACT,7480
2023-04-01,NSW,200230
2023-04-01,NT,3930
2023-04-01,QLD,105730
2023-04-01,SA,18180
2023-04-01,TAS,5150
2023-04-01,Total,544920
2023-04-01,VIC,144420
2023-04-01,WA,59740
2023-05-01,ACT,6620
2023-05-01,NSW,189420
2023-05-01,NT,3860
2023-05-01,QLD,104520
2023-05-01,SA,15840
2023-05-01,TAS,3740
2023-05-01,Total,512330
2023-05-01,VIC,138830
2023-05-01,WA,49460
2023-06-01,ACT,6980
2023-06-01,NSW,203410
2023-06-01,NT,4970
2023-06-01,QLD,123700
2023-06-01,SA,15700
2023-06-01,TAS,4770
2023-06-01,Total,542080
2023-06-01,VIC,132140
2023-06-01,WA,50370
2023-07-01,ACT,10780
2023-07-01,NSW,233530
2023-07-01,NT,5520
2023-07-01,QLD,152860
2023-07-01,SA,18490
2023-07-01,TAS,4150
2023-07-01,Total,625120
2023-07-01,VIC,153260
2023-07-01,WA,46450
2023-08-01,ACT,6640
2023-08-01,NSW,230460
2023-08-01,NT,4960
2023-08-01,QLD,141410
2023-08-01,SA,14860
2023-08-01,TAS,4140
2023-08-01,Total,603360
2023-08-01,VIC,146660
2023-08-01,WA,54240
2023-09-01,ACT,7790
2023-09-01,NSW,220760
2023-09-01,NT,4110
2023-09-01,QLD,135030
2023-09-01,SA,16690
2023-09-01,TAS,3790
2023-09-01,Total,584620
2023-09-01,VIC,139180
2023-09-01,WA,57120
2023-10-01,ACT,6720
2023-10-01,NSW,235230
2023-10-01,NT,3650
2023-10-01,QLD,128570
2023-10-01,SA,17550
2023-10-01,TAS,5730
2023-10-01,Total,607930
2023-10-01,VIC,154040
2023-10-01,WA,56430
2023-11-01,ACT,8120
2023-11-01,NSW,255670
2023-11-01,NT,2930
2023-11-01,QLD,128830
2023-11-01,SA,19770
2023-11-01,TAS,8200
2023-11-01,Total,663760
2023-11-01,VIC,172770
2023-11-01,WA,67460
2023-12-01,ACT,10430
2023-12-01,NSW,351760
2023-12-01,NT,3000
2023-12-01,QLD,159270
2023-12-01,SA,25240
2023-12-01,TAS,9990
2023-12-01,Total,876860
2023-12-01,VIC,236680
2023-12-01,WA,80370
